2025-09-08 15:10:02.825 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句7]: [tmp.ai_base_unit_info_tmp_01, tmp.ai_base_unit_info_tmp_02] -> tmp.ai_base_unit_info_tmp_04
2025-09-08 15:10:02.828 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句9]: [tmp.ai_base_unit_info_tmp_04] -> ngdwd.ai_base_unit_info
2025-09-08 15:10:02.828 [main] INFO  c.d.hive.lineage.SqlFileAnalysisMain - 正在使用 Catalyst 解析文件: hive_filter\ai_audit\ngdwd\sp_ai_cpc_card_d.sql
2025-09-08 15:10:02.832 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句2]: [ngods.cpc_bad_card] -> tmp.ai_cpc_card_d_tmp_01
2025-09-08 15:10:02.835 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句3]: [ngods.cpc_cards] -> tmp.ai_cpc_card_d_tmp_01
2025-09-08 15:10:02.841 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句4]: [tmp.ai_cpc_card_d_tmp_01] -> ngdwd.ai_cpc_card_d
2025-09-08 15:10:02.841 [main] INFO  c.d.hive.lineage.SqlFileAnalysisMain - 正在使用 Catalyst 解析文件: hive_filter\ai_audit\ngdwd\sp_ai_gantry_pass_dur_amount_m.sql
2025-09-08 15:10:02.879 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句4]: [ngdwd.ai_vehicle_pass_view] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp1
2025-09-08 15:10:02.886 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句6]: [ngdwd.ai_gantry_trade_d, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp1] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp2
2025-09-08 15:10:02.892 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句8]: [ngdwd.ai_base_gantry_info, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp2] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp3
2025-09-08 15:10:02.906 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句9]: [ngdwd.ai_base_gantry_info, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp1, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp3] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp2
2025-09-08 15:10:02.925 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句10]: [ngdwd.ai_base_gantry_info, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp1, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp3] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp2
2025-09-08 15:10:02.929 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句12]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp2] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp4
2025-09-08 15:10:02.941 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句14]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp4] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp5
2025-09-08 15:10:02.944 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句16]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp5] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp61
2025-09-08 15:10:02.947 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句18]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp61] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp6
2025-09-08 15:10:02.956 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句20]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp4] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp7
2025-09-08 15:10:02.969 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句22]: [ngdwd.ai_base_holiday, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp6, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp7, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp1] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp8
2025-09-08 15:10:02.985 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句24]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp8] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp9
2025-09-08 15:10:03.027 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句26]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp8, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp9] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp10
2025-09-08 15:10:03.053 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句28]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp8] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp11
2025-09-08 15:10:03.076 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句30]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp8] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp12
